time,D feed load,E feed load,A feed load,A and C feed load,Compressor recycle valve,Purge valve,Separator liquid load,Stripper liquid load,Stripper steam valve,Reactor coolant load,Condenser coolant load,Agitator speed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,62.884239794061685,53.152976463553244,26.232693192740882,60.55240524723613,1.0,27.91862715437972,37.24274560177941,46.417559099994726,1.0,36.235895234116356,14.478654674386233,100.0
0.09999999999999883,62.8796829369817,53.141078365572746,26.2222385395443,60.53024818170322,1.0,35.13693555893811,37.184110748188516,46.42287954443232,1.0,36.396029353212505,13.479901893627998,100.0
0.15,62.84936083803556,53.11871715226622,26.217487258166624,60.441103334635685,1.0,45.21421897207768,37.115498348151455,46.40319560246678,1.0,36.228232585680296,12.823709192929059,100.0
0.2,62.799571047490964,53.073903885205226,26.188883890094495,60.32666595250167,1.0,54.903717226164694,37.01403530494617,46.33059354306375,1.0,36.101777945477785,12.700328073316465,100.0
0.25,62.769772082099664,53.04558041024431,26.10303491147592,60.392152004542055,1.0,63.77697401731057,36.97117550956103,46.31799919361533,1.0,36.031506661461755,10.801667814984828,100.0
0.3,62.72538299696162,53.07915372507505,26.032378751927713,60.376276917387266,1.0,71.2076247687859,36.91380738273949,46.296065003823934,1.0,35.91075289987981,14.392737228631315,100.0
0.35000000000000003,62.6762263807634,53.068064115644376,25.961568228828764,60.335697255873804,1.0,77.35832363873297,36.85815696242389,46.26884775807773,1.0,35.74627066873626,13.844639222954573,100.0
0.4,62.645335596507834,53.103302728557374,25.916717302646212,60.39031115111346,1.0,82.1045982090325,36.83846395738635,46.27953835756827,1.0,35.562842924080684,12.013350774689332,100.0
0.45,62.61353537990785,53.11754228104868,26.264916033249968,60.33950956254144,1.0,85.42482304844722,36.796045765627845,46.26765351906417,1.0,35.63190304763985,12.47421874267349,100.0
0.5,62.59455412441423,53.13813995562029,26.51970813406936,60.312421241047744,1.0,87.83147670817625,36.73398936315345,46.238525704598786,1.0,35.61644269489633,11.666793187801225,100.0
0.55,62.60971649522784,53.13050420770485,26.341630407953282,60.25881258751036,1.0,88.86858529221307,36.71356504829955,46.24936741687372,1.0,35.533167338757146,10.997128554239309,100.0
0.6,62.620520994593335,53.119797919542016,26.210321945910575,60.27732031388477,1.0,88.69877838800133,36.68773683639261,46.22082643396804,1.0,35.46694713716371,13.934456367893159,100.0
0.65,62.62371312898875,53.13016997942863,26.550024546812462,60.32627938647618,1.0,87.76971137371933,36.67542826380972,46.22816559931201,1.0,35.51609881772718,11.153938279574987,100.0
0.7000000000000001,62.61719979118624,53.12754692731475,26.790692971586413,60.276548574957054,1.0,85.95855475105556,36.63943665884461,46.18448710112092,1.0,35.5419539116404,13.65510150836686,100.0
0.75,62.64202821207846,53.132452392596285,26.58077959188698,60.4494230219327,1.0,83.46384262275802,36.61679186118313,46.19213814008246,1.0,35.510768842546454,14.38374352782207,100.0
0.8,62.64514873309332,53.12617621857284,26.428975541023146,60.516357983665436,1.0,80.54733122372377,36.57814745636482,46.18007346296161,1.0,35.77823597313233,10.270562172371264,100.0
0.85,62.646085986946424,53.11758730571245,26.76467534858906,60.2986065992715,1.0,77.34689105521353,36.53989913919234,46.12191964285987,1.0,35.64825893567512,13.899282980690598,100.0
0.9,62.661142045040336,53.11950408376538,27.013538523347098,60.2633598741467,1.0,73.56330568814171,36.5654733199245,46.11731234862745,1.0,35.6785452010296,12.913906114709373,100.0
0.9500000000000001,62.667296238613396,53.125865864521465,26.7248676455307,60.33888077605875,1.0,69.40207286340569,36.54086715727479,46.11596927806931,1.0,35.790188486269585,11.584211883120922,100.0
1.0,62.68903245344292,53.12356761409356,26.51691540752912,60.342234333021366,1.0,65.1552716388037,36.51527093959616,46.09857664435881,1.0,35.82086618863099,14.645100720751051,100.0
1.05,62.67131989477855,53.17201194892567,26.99061360135656,60.30110426580488,1.0,60.697057621324305,36.50009052623586,46.09695247472197,1.0,35.817806935249,8.034434880224397,100.0
1.1,62.665519883410944,53.227491347409135,27.34477552587601,60.30266013887516,1.0,56.28574128326549,36.50561316717062,46.08964436590509,1.0,35.99858620266478,12.952771349697112,100.0
1.1500000000000001,62.658868232875214,53.2517564504163,27.75173190120327,60.3546096665295,1.0,52.09068842671449,36.509643208435236,46.088177734971175,1.0,35.71868236410444,11.519160988452489,100.0
1.2,62.6580021994565,53.28347984748061,28.051960039349183,60.327259488575066,1.0,48.0945941503166,36.48171693297438,46.09262697435021,1.0,35.93626392084919,12.110879286904176,100.0
1.25,62.651278431599,53.29263364627266,28.023995365846112,60.264108434270405,1.0,44.316581132428254,36.46659588334018,46.04744819509155,1.0,36.07766916657819,13.881494861244935,100.0
1.3,62.68267304755952,53.27425253331348,28.003331839696965,60.34249523928052,1.0,40.74783334446985,36.46634208573408,46.06649280191839,1.0,36.131419953492134,13.491569310829057,100.0
1.35,62.714496055242854,53.25205771395681,28.272408671617164,60.36146177708009,1.0,37.42781975508543,36.50168433439519,46.05683273904084,1.0,36.244202918969854,13.269903489008797,100.0
1.4000000000000001,62.7443280373442,53.24343440028123,28.46953978523768,60.36512438225635,1.0,34.575654143237884,36.46463554736787,46.061877198166144,1.0,36.31750796299662,10.6977962360129,100.0
1.45,62.77595331171471,53.24461365335462,28.533762290297197,60.33008876157316,1.0,31.910596158801937,36.48514849436059,46.033925972560034,1.0,36.150495485162836,13.900337979734857,100.0
1.5,62.79985943538082,53.25428338968654,28.583200898788206,60.29086386001437,1.0,29.429483109272336,36.52128675911604,46.027848912475704,1.0,36.34134530731016,12.912716829067397,100.0
1.55,62.828800285466585,53.2747039057195,28.75450685013594,60.39662455123705,1.0,27.45024742494069,36.54430151252742,46.04423995419454,1.0,36.27978658126942,8.871444960847755,100.0
1.6,62.859562298565194,53.28347219575397,28.88312325131658,60.389418334288635,1.0,25.738241027909805,36.55645195976909,46.03946438166426,1.0,36.52825131961847,11.137638486384287,100.0
1.6500000000000001,62.88376159402879,53.278845626953775,28.771622555702308,60.416629496540764,1.0,24.30509533328788,36.60493581216528,46.031525934258546,1.0,36.33916750389284,14.70686298621359,100.0
1.7,62.89821279758528,53.299589652846144,28.690557939217832,60.40972214620179,1.0,23.27275801095019,36.60343914315374,46.01569184713137,1.0,36.32026129705636,10.840572796871434,100.0
1.75,62.91880947787824,53.30239014005983,28.754970986660478,60.389941291491404,1.0,22.219364816782804,36.63822429671579,46.0020371839909,1.0,36.334449091177945,13.833633616107253,100.0
1.8,62.92701139424427,53.27974455143994,28.80494134822298,60.41226295960566,1.0,21.494415294919587,36.65396256282205,45.98420054020147,1.0,36.354641418335994,12.182857454891533,100.0
1.85,62.95193188236521,53.27732445560846,29.416853697472884,60.19826675636678,1.0,20.96563070919721,36.67655483296018,45.98574680037142,1.0,36.38960551027448,11.722602725838415,100.0
1.9000000000000001,62.97470990128951,53.294463100421815,29.871411813177115,60.22500512361629,1.0,20.494298843412466,36.72225570663067,46.02536439157019,1.0,36.35851573780241,16.770137763124623,100.0
1.95,62.991847191961526,53.31654631157908,29.69196788516155,60.28002665691024,1.0,19.961537376015077,36.7340425196747,46.01340888675711,1.0,36.51024840303985,15.05607149187465,100.0
2.0,63.01186787837702,53.332508691688,29.56167744491011,60.30474066190112,1.0,19.68195618368238,36.782678745965434,45.994208932678994,1.0,36.47587879857761,13.019214764445543,100.0
2.05,62.98972289152366,53.43487239111058,29.917527093810158,60.251782293425315,1.0,19.532628079773847,36.83749365500645,46.03477748943404,1.0,36.483344539434384,15.061017794909107,100.0
2.1,62.96951478072238,53.49465213427413,30.170362181079206,60.29572574488523,1.0,19.35958523863754,36.88640383397126,46.02344217694787,1.0,36.521902725178386,15.215245747666405,100.0
2.15,62.96177999974723,53.53248796240988,30.37510412675881,60.30697148905169,1.0,19.508516949975128,36.95271410644518,46.05511507571762,1.0,36.28332622952297,13.485866956774746,100.0
2.2,62.929333628391596,53.55194953112278,30.520589414060698,60.27671697224802,1.0,19.63990270617037,36.974957942434024,46.01985934563282,1.0,36.35210647670154,14.095779137760257,100.0
2.25,62.910775456157566,53.57661593680896,30.456037412022607,60.33884938165402,1.0,19.8639968203856,37.01667493320826,46.013459745682816,1.0,36.45453604769294,14.03021314536873,100.0
2.3000000000000003,62.96597331114684,53.50630854827139,30.409828909338994,60.31238249473114,1.0,20.393269830926403,37.03334770663137,46.00693182919122,1.0,36.38037468988691,14.099348471556661,100.0
2.35,63.02568820297405,53.48459826914145,30.129950417154117,60.405756308497146,1.0,20.844756517534123,37.0968655666242,46.02950096172167,1.0,36.41980344551217,15.918512257570342,100.0
2.4,63.06837885958068,53.46190881464307,29.923390107810754,60.417230324737794,1.0,21.262213349586826,37.12136405859188,46.00111282285347,1.0,36.44271870343913,13.074643317341074,100.0
2.45,63.106918679798106,53.467190175653485,30.317833248933546,60.277577585626446,1.0,21.618727837148157,37.18931389767331,46.02727697187535,1.0,36.41264193650275,13.739470851668063,100.0
2.5,63.13284076534219,53.457618569554725,30.590935726100852,60.29318487065762,1.0,21.905645239365235,37.229606317697986,46.02407756508099,1.0,36.40593924931296,12.404459580486137,100.0
2.5500000000000003,63.11071417187509,53.53416685896672,30.541466495980618,60.429358688438484,1.0,22.2109723481015,37.26354210137518,46.06958493019484,1.0,36.46075641136093,9.810216948084804,100.0
2.6,63.063712970329256,53.56571207643769,30.503328868520803,60.419323516148765,1.0,22.44779521309007,37.286897600203105,46.05612816582096,1.0,36.52821746343174,14.35100340976745,100.0
2.65,63.024695762243645,53.59678749841535,30.507543916451972,60.343859898565434,1.0,22.614227362150746,37.300538970653875,46.04859098675312,1.0,36.54761076569886,12.744562135508,100.0
2.7,62.99652990638077,53.63496802703406,30.52033725645818,60.35057907571252,1.0,22.847721487932187,37.37072838694687,46.08110354304122,1.0,36.39297687307252,12.045324145199778,100.0
2.75,62.987663742570085,53.65648627364666,30.43196969324864,60.39602185771301,1.0,23.007061217060713,37.42367588410264,46.1179216221724,1.0,36.36852385029548,11.263218504857237,100.0
2.8000000000000003,63.002016773336926,53.62244760011563,30.369255099680753,60.35907924010787,1.0,23.149164613540638,37.4480753772236,46.10921548412528,1.0,36.472019360587375,14.135235906101034,100.0
2.85,63.011057055770955,53.632251433164036,30.265954242312933,60.392461180005,1.0,23.28577371967892,37.484716530388276,46.13062614966451,1.0,36.58292700578157,11.618669116971544,100.0
2.9,63.00700518387422,53.61864191199746,30.17393644529994,60.34591133498461,1.0,23.467827610620436,37.49413324866424,46.10010717865402,1.0,36.537648858986465,13.228867896692927,100.0
2.95,63.01678630932834,53.63305641237626,30.650369258294187,60.09772159572074,1.0,23.32693584752546,37.5286803680452,46.13058812908071,1.0,36.44344382138521,12.41159703228177,100.0
3.0,63.03467383942012,53.6219765044834,30.996549630778382,60.061237030132375,1.0,23.1550727912732,37.524753605496855,46.15132790045577,1.0,36.37318067125694,14.351268906277882,100.0
3.0500000000000003,63.03665681613375,53.63777375213803,30.585985445033977,60.33376654327338,1.0,22.767084280254473,37.54276805693863,46.172981170371834,1.0,36.561649805499755,12.01972795323679,100.0
3.1,63.028256487510085,53.64171278435348,30.27910555646369,60.35855348002495,1.0,22.676164907799954,37.53464684385989,46.16994443882893,1.0,36.624781395160745,15.931211357355258,100.0
3.15,63.04447634472261,53.66476632803101,30.58007779798266,60.197585513276834,1.0,22.478218361395438,37.57443817994138,46.18287526317845,1.0,36.598935166463754,16.59587767313246,100.0
3.2,63.04487184504072,53.66297528280983,30.800751234006245,60.20503630562431,1.0,22.00800804203474,37.620653829967814,46.19138408349585,1.0,36.58282125882437,12.882778606942349,100.0
3.25,63.032339795151124,53.68124582641226,30.413738010415063,60.445022063167706,1.0,21.616672298398942,37.62241148157515,46.19250719425422,1.0,36.41956754566338,9.91678099274719,100.0
3.3000000000000003,63.02806883686415,53.6634774164991,30.122853922169863,60.482091085428884,1.0,21.32393748621819,37.59488700562301,46.2036303190958,1.0,36.54501326804624,12.19438247183832,100.0
3.35,63.03438571726066,53.66961121721379,30.223019172120683,60.39844998727047,1.0,21.09722894175882,37.62567886252853,46.22875650417124,1.0,36.57912581942125,13.309029195875953,100.0
3.4,63.02677546849134,53.64078593856569,30.290193172778395,60.306878815578706,1.0,20.875612242184143,37.63382118884744,46.184963422534395,1.0,36.53307746590152,14.084759120250633,100.0
3.45,63.02056333937236,53.63603317441933,29.933938512417765,60.31449162946495,1.0,20.83699505882708,37.65279121222592,46.180186038753575,1.0,36.74595487607761,11.838406137974133,100.0
3.5,63.04457051831793,53.6305514224245,29.688157717971585,60.38407860009452,1.0,20.83213711947517,37.67341421794966,46.23888989450114,1.0,36.586433103147904,14.681368330125967,100.0
3.5500000000000003,63.023440538614665,53.653409094764505,29.53762305689001,60.465859151573156,1.0,20.563764607708578,37.69455516612989,46.256057644887996,1.0,36.58334191009367,12.175971148254797,100.0
3.6,63.01213123945012,53.6820182794801,29.43254392532524,60.47910465477782,1.0,20.37469573057165,37.719235327766455,46.269242669188664,1.0,36.50367474489342,11.999757991685255,100.0
3.65,62.98608677658749,53.706021290970696,29.5310518999043,60.314583000096896,1.0,20.38184109140262,37.71135830716876,46.24417916997106,1.0,36.75982472556848,13.408157381684925,100.0
3.7,62.96151334258533,53.713647380383726,29.599164094893695,60.267824221410024,1.0,20.4084822851146,37.711845621788285,46.218380865317144,1.0,36.57284266733005,14.551208067608652,100.0
3.75,62.9672273693877,53.72282881991688,29.55443595705877,60.22842874733578,1.0,20.12460669054777,37.72112020508266,46.23957190427397,1.0,36.613990391551965,11.225985191760111,100.0
3.8000000000000003,63.02496735767422,53.64416259670546,29.51834277431896,60.23192079329043,1.0,20.136958582238854,37.71856922581041,46.274557752533724,1.0,36.53149179895445,11.65914983341126,100.0
3.85,63.06975212859219,53.5863367043063,29.59192888565738,60.28794287367965,1.0,19.946327917621034,37.713422295192196,46.29652610747054,1.0,36.68087186754376,14.03515507923145,100.0
3.9,63.094494331840046,53.530601017639036,29.646529091877994,60.25036374886273,1.0,19.688091137768133,37.727245173341736,46.31739556664274,1.0,36.43482229056749,12.374259284577917,100.0
3.95,63.11962568892035,53.485274656689114,29.20668430254429,60.356855687489116,1.0,19.31083475009473,37.713903275159055,46.304536799057345,1.0,36.44220211320926,14.459854229254782,100.0
4.0,63.15293619538375,53.473613502383486,28.893254031490414,60.38527111148086,1.0,18.8429259914935,37.75528604485833,46.341687036766864,1.0,36.56443433304903,12.157079876321932,100.0
4.05,63.13550365878626,53.50374308375939,28.447346320600328,60.5656396597187,1.0,18.65478315370267,37.743572059487185,46.339732404927474,1.0,36.64153744457367,12.476893925766099,100.0
4.1,63.12972253951714,53.500640138910704,28.11909369533618,60.58005863412264,1.0,18.80130543465451,37.74772745672723,46.34861406875525,1.0,36.5133673051303,13.607033211480205,100.0
4.15,63.11955213675815,53.49141938541774,28.053890312083233,60.48838732037356,1.0,18.72089543194529,37.74826136793451,46.33314485610826,1.0,36.63265078328535,13.536624728583716,100.0
4.2,63.11793438976888,53.492259275600496,28.00481336964414,60.50805795286643,1.0,18.828601986184843,37.741374640915865,46.32881488455129,1.0,36.65434135444868,12.183672810299678,100.0
4.25,63.11341216797005,53.49084356143486,28.167556115371262,60.397768433251734,1.0,18.89683036893244,37.73176399258535,46.33545900800626,1.0,36.53608938485538,15.018119444083247,100.0
4.3,63.108161521538776,53.5073363711789,28.284220848544205,60.3386539833764,1.0,18.880512306407937,37.73876327619183,46.33701600986175,1.0,36.51549588204318,13.581890846746068,100.0
4.3500000000000005,63.089363730264424,53.53278772699179,27.81515926057884,60.387658756827626,1.0,18.779738096102328,37.749536842735786,46.34250899179896,1.0,36.59195488746021,11.005239496787459,100.0
4.4,63.07575514978832,53.5353412511683,27.470325505427567,60.417507351735445,1.0,18.756481664351277,37.743810376075416,46.33790190415916,1.0,36.666936816377834,13.888689358492698,100.0
4.45,63.057668681939795,53.53605916277172,27.01910285989334,60.46977844974141,1.0,18.900447036522415,37.74145656367306,46.35268274665974,1.0,36.550531159150665,12.999272147790053,100.0
4.5,63.03864504912658,53.53141100070456,26.68266372465244,60.51767447222691,1.0,18.9545964719625,37.73267607767611,46.35786533335014,1.0,36.61506571413242,13.012808971176996,100.0
4.55,62.995832637289695,53.54523691086922,26.617078768343138,60.48365321374413,1.0,19.154164884354774,37.739399168935414,46.3403895127006,1.0,36.49168016084226,9.65054190417018,100.0
4.6000000000000005,62.98571087844975,53.57425200446734,26.573299707311232,60.558993346266654,1.0,19.251903715870984,37.7401420499075,46.3661383222521,1.0,36.44841533725251,13.792036970085274,100.0
4.65,62.95332152329997,53.58393499885754,26.516554332671426,60.534408942646984,1.0,19.66075616638284,37.753474472116295,46.36506667245152,1.0,36.52247841256182,13.675828556555192,100.0
4.7,62.940255549560035,53.59283374946776,26.479025477158025,60.630243272569786,1.0,20.187934675325483,37.75303106721931,46.38144473816087,1.0,36.568821614148575,11.923293978828973,100.0
4.75,62.93095511935024,53.598946827004404,26.09989607883578,60.61486914176042,1.0,20.563821217031297,37.744340943525735,46.3835565583647,1.0,36.38721228960765,13.98762313335241,100.0
4.8,62.94834106827837,53.57590637909252,25.817626744303077,60.56934723296744,1.0,21.092054491031252,37.758553416388075,46.388428203292705,1.0,36.59020917052342,11.842774009517495,100.0
4.8500000000000005,62.93078026397942,53.58147721462589,25.7312157960381,60.54555531329967,1.0,21.565812463661963,37.74944165620644,46.40081150866611,1.0,36.46763638014977,12.3588893505259,100.0
4.9,62.92553572081919,53.569644152580906,25.665356778415322,60.52457198090177,1.0,22.020714500770524,37.74508674885383,46.41573698409666,1.0,36.459010484101874,14.949931380036292,100.0
4.95,62.9127517153472,53.559950936934804,25.721275371430753,60.42231948268264,1.0,22.521645010346095,37.72829765691436,46.395065852280226,1.0,36.403181748523274,11.837422800006102,100.0
5.0,62.91672039270488,53.57675180626747,25.766783022615876,60.39949343350503,1.0,22.778296708644383,37.73626316456935,46.42567535642218,1.0,36.34551601606373,15.300699424644188,100.0
5.05,62.91089155744729,53.543575540371435,25.21392176915756,60.546587108598104,1.0,22.921557053152974,37.743040561751194,46.40055441665279,1.0,36.529688885036755,13.24178620978109,100.0
5.1000000000000005,62.93105254702546,53.5527952908032,24.819836403045034,60.71504902059849,1.0,22.97435787791936,37.75141755591769,46.4487479310859,1.0,36.67675654487638,13.562221779872408,100.0
5.15,62.91958891060187,53.538579564963165,24.23050497432473,60.6913610328201,1.0,23.231488595996098,37.731846839487076,46.42949510241842,1.0,36.535504938015094,12.070114969185063,100.0
5.2,62.92865812812877,53.52814391166627,23.803937348077497,60.72166802805542,1.0,23.50693354256643,37.7306483748668,46.44571096934464,1.0,36.605428403817456,14.510387048742395,100.0
5.25,62.92331263737345,53.5060923491512,23.79351500189065,60.712158895209726,1.0,23.74626148715222,37.73337461616185,46.437960740080264,1.0,36.43785513711842,12.952487016701742,100.0
5.3,62.91471793709501,53.48397365024462,23.7886457614974,60.67341400751654,1.0,23.79463353517026,37.709995421339066,46.41430227691417,1.0,36.53805273009078,13.181554626661985,100.0
5.3500000000000005,62.903464371148765,53.45915144336148,24.15929292668359,60.56411412302851,1.0,24.105739877594484,37.701253960092345,46.38400441115229,1.0,36.40324852210865,13.86865198050436,100.0
5.4,62.91413092113607,53.43228107806413,24.428777106127498,60.490299379726366,1.0,24.150925875891755,37.6813154116212,46.37536584932542,1.0,36.57336169522673,12.746844011763368,100.0
5.45,62.94003234414207,53.44418525822468,24.173690700340018,60.6877751279779,1.0,24.21249427483012,37.709166639902186,46.43773932008257,1.0,36.6254482819076,14.54723635959127,100.0
5.5,62.94109174245681,53.41086015894674,23.98356220310554,60.66436461651934,1.0,24.20465187170442,37.70482651988435,46.430635769111724,1.0,36.275064479303694,12.326308957986063,100.0
5.55,62.94840588147353,53.408330133633214,24.01419322027396,60.574093994278776,1.0,24.174229513598302,37.666065829640104,46.43515397267001,1.0,36.53311309912442,15.05499491164186,100.0
5.6000000000000005,62.94710885647518,53.420566691617644,24.03466413303785,60.57695566839312,1.0,24.060823338202955,37.690325865530035,46.44255813375559,1.0,36.37260467643731,13.87038489542407,100.0
5.65,62.93592844968138,53.41145912723449,24.08807716096046,60.583306355409675,1.0,23.923986566006334,37.697549664654254,46.46322492673559,1.0,36.420961216379595,13.836858190348567,100.0
5.7,62.936210528735096,53.4078330056965,24.11404366872763,60.55804175138919,1.0,23.883717908984558,37.69431641236581,46.453533641299686,1.0,36.35023642517223,15.657065406833768,100.0
5.75,62.931707963603934,53.399307237171456,23.590462408730758,60.66636382941627,1.0,23.57939239342464,37.65566260439644,46.4699251543198,1.0,36.57591510675441,13.027398286172776,100.0
5.8,62.93161163936645,53.40129046766274,23.206600344805093,60.75942024712885,1.0,23.668758759034564,37.65855064449314,46.48815145676124,1.0,36.48605503789295,13.836016078889207,100.0
5.8500000000000005,62.924226361405196,53.38979902037102,23.007104830555583,60.681693621550686,1.0,23.69535175259474,37.642719983753615,46.471143228363935,1.0,36.34265007174986,15.275010645942157,100.0
5.9,62.914311426181,53.37863728938911,22.86019368720063,60.713740157592305,1.0,23.757192454409914,37.65054376792537,46.47941406449177,1.0,36.49733135899125,12.264750532088616,100.0
5.95,62.91168576692748,53.365766064891254,22.950867829487358,60.630863163312945,1.0,23.548026296820687,37.655006699233375,46.47270872092248,1.0,36.40966998731771,11.525949973220014,100.0
6.0,62.91245292563301,53.35486036005316,23.014885516735493,60.61215940297442,1.0,23.46772982523741,37.64273208403805,46.474434070106774,1.0,36.30601607427316,14.74263044638217,100.0
6.05,62.8643329086639,53.385114222951856,23.477376953388223,60.57683063908426,1.0,23.419807157904568,37.64246978680592,46.48577789500006,1.0,36.247342929372195,13.953371281397592,100.0
6.1000000000000005,62.8397335044828,53.41554915521412,23.816714462101455,60.58181186115185,1.0,23.59539906986303,37.630731650219296,46.48395564454603,1.0,36.415712069788604,14.323706749359195,100.0
