time,A Feed,D Feed,E Feed,A and C Feed,Recycle Flow,Reactor Feed Rate,Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate,Product Sep Temp,Product Sep Level,Product Sep Pressure,Product Sep Underflow,Stripper Level,Stripper Pressure,Stripper Underflow,Stripper Temp,Stripper Steam Flow,Compressor Work,Reactor Coolant Temp,Separator Coolant Temp,Component A to Reactor,Component B to Reactor,Component C to Reactor,Component D to Reactor,Component E to Reactor,Component F to Reactor,Component A in Purge,Component B in Purge,Component C in Purge,Component D in Purge,Component E in Purge,Component F in Purge,Component G in Purge,Component H in Purge,Component D in Product,Component E in Product,Component F in Product,Component G in Product,Component H in Product
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.26608899808275144,3633.597193001072,4474.338749247208,9.182588772196876,31.827664966732087,47.592999218280326,2799.3421933856844,64.61252639335038,122.42062371748342,0.22647008493880064,91.6635183642587,48.72227447473576,2705.8151219841657,25.291814082775055,52.98186417799158,3325.2221270326536,22.754937329093785,66.58847209084624,4.093909966044652,279.43656830314217,101.98515662269956,92.12073770237397,32.199814660419335,14.907823554990681,18.800171335167253,6.026521643830598,16.6857983665812,4.05160258927819,32.71289246688633,21.799533727636934,13.178278794056878,0.8980032289879478,16.15517625971376,5.399005669839365,6.623627439158525,3.2334824137202705,0.010796565634358608,0.5795752179855835,0.18753892253562657,53.80002547633202,43.94117408105573
0.09999999999999883,0.26650988353227895,3674.0542927360757,4450.839210683535,9.139413781451637,32.08429125217601,47.29634754434696,2803.913131599843,65.16905274617744,121.94692949450463,0.284774192400782,91.69430941408187,50.434357086558606,2710.5258039203623,25.345191393586628,51.06109344500473,3330.4693666903004,23.003823134288265,66.560252198401,4.9736427662215945,279.9455766076246,101.56299610741509,92.17434230920733,32.199814660419335,14.907823554990681,18.800171335167253,6.026521643830598,16.6857983665812,4.05160258927819,32.71289246688633,21.799533727636934,13.178278794056878,0.8980032289879478,16.15517625971376,5.399005669839365,6.623627439158525,3.2334824137202705,0.010796565634358608,0.5795752179855835,0.18753892253562657,53.80002547633202,43.94117408105573
0.15,0.26530354055286715,3613.7862627709756,4436.348490427424,9.211212425115043,32.20303120519384,47.28159533316848,2806.5277384252026,64.19983031588531,121.9416514959411,0.3683855158182963,91.48285373518834,50.37507487018225,2712.722257242267,24.98518133050508,49.27048491672936,3333.9580768352744,22.517437966705337,66.50001656357922,4.320575533229389,279.3898033084304,101.657028765731,92.05539027640064,32.241608256418814,15.003819629369172,18.705707163489425,5.9036309136284,16.98945066428661,4.001547533585398,32.76287824447303,21.647672183683515,13.27337658546041,0.8340068946139969,16.05644487230717,5.413225986174924,6.5871268920772925,3.300464721005341,0.010796565634358608,0.5795752179855835,0.18753892253562657,53.80002547633202,43.94117408105573
0.2,0.26641428360670405,3625.104780227129,4424.640751654136,9.181559979218852,32.15404498818206,47.41812613936737,2807.043880888024,64.89105697625875,121.91489038487046,0.44890290855895537,91.4508851292228,49.53648630340158,2713.1083883675997,25.238055973359362,49.03151551416892,3333.18930014247,22.866340051602847,66.42025354588047,3.8479233162669155,279.40689199195947,101.67816474351754,92.38896323147476,32.241608256418814,15.003819629369172,18.705707163489425,5.9036309136284,16.98945066428661,4.001547533585398,32.76287824447303,21.647672183683515,13.27337658546041,0.8340068946139969,16.05644487230717,5.413225986174924,6.5871268920772925,3.300464721005341,0.010796565634358608,0.5795752179855835,0.18753892253562657,53.80002547633202,43.94117408105573
0.25,0.26391924561697555,3633.25322247227,4447.856333731892,9.214327595745885,32.31682312284864,47.34140464794348,2803.9362797177264,65.11113631153958,121.93638919492173,0.5207627311259967,91.35225027306916,48.929447543176714,2709.862174243668,25.08433614657983,48.29031143231672,3330.509633909262,22.85093711041732,66.34939284746919,4.006017946465281,279.1653371366612,101.68436944100152,92.036929692887,32.40702663182129,14.981917160322643,18.79104188561735,5.966814677452197,16.696608470633898,4.067028465744392,32.6659280823491,21.765572028254297,13.67718355189872,0.985803989907739,16.345436183152444,5.299291928248999,6.66229672193626,3.2888942722181294,-0.0021694373365753056,0.5735264890129101,0.18202574606463162,54.35519663077147,43.88083083787402
0.3,0.2640853809214373,3615.681288290326,4401.398486046806,9.299796163033433,32.244980995980576,47.41371910537773,2800.3284767703517,65.42921912845156,121.90645131876452,0.5822629575434847,91.34449164783335,47.282837932016896,2706.999732506684,24.884530005810085,51.05782365487748,3326.1946486097277,22.94201245091019,66.28892414913767,2.7760980403856665,278.5985969607761,101.72260121782287,92.28903482701466,32.40702663182129,14.981917160322643,18.79104188561735,5.966814677452197,16.696608470633898,4.067028465744392,32.6659280823491,21.765572028254297,13.67718355189872,0.985803989907739,16.345436183152444,5.299291928248999,6.66229672193626,3.2888942722181294,-0.0021694373365753056,0.5735264890129101,0.18202574606463162,54.35519663077147,43.88083083787402
0.35000000000000003,0.2657634752869001,3625.234968752758,4440.399129206091,9.176545015436746,32.20739613487238,47.56235047833662,2796.1205563614935,65.16009773223206,121.90038861795601,0.6326134444210382,91.2875430168335,47.336929572621024,2701.657227641582,24.947988866441168,49.76206446895804,3322.1918931739133,22.941245612504282,66.2463626165092,4.617689921561826,278.4879796492827,101.77059937511261,92.07210011223926,31.873065769291408,14.545237023023821,19.030379258274223,6.0546829339158945,17.075999896641374,4.017007473463166,32.78536278010262,21.535035908682172,13.477910627931177,1.0030209864056197,16.356628538838965,5.332803561284306,6.569708035882264,3.227105223381489,-0.0021694373365753056,0.5735264890129101,0.18202574606463162,54.35519663077147,43.88083083787402
0.4,0.26402314031890467,3631.495612132849,4451.28564199541,9.270802796811264,31.879245563794854,47.26145516725704,2791.642576120899,65.4618671325019,121.90286085786921,0.6697479985425658,91.3102494274952,48.252615603354414,2697.583449325083,24.941657550190815,50.27162202020417,3316.514757162524,22.848600534813635,66.18166099771011,5.781073378265584,277.99077875122424,101.81679142829142,91.929027089894,31.873065769291408,14.545237023023821,19.030379258274223,6.0546829339158945,17.075999896641374,4.017007473463166,32.78536278010262,21.535035908682172,13.477910627931177,1.0030209864056197,16.356628538838965,5.332803561284306,6.569708035882264,3.227105223381489,-0.0021694373365753056,0.5735264890129101,0.18202574606463162,54.35519663077147,43.88083083787402
0.45,0.2655807260308246,3631.641886097826,4455.026815320375,9.185892763416138,31.813689589582346,47.32232958109788,2787.286246871631,65.02882472487197,121.89434637260653,0.6978808506829768,91.29404210630788,46.935029427128576,2692.928264360098,24.71622989794923,48.532649385535485,3310.049327478609,22.842366790923176,66.15190457170422,6.444023522437883,277.9620749987863,101.87080027255404,92.36888434410672,32.76042405802858,14.675797594627728,18.990153654699093,6.145614307388466,17.122234300823138,3.9691378489544427,32.69073065322105,21.5778860954888,13.899324712285798,1.157747154874618,16.251936589712265,5.30559825229838,6.562638032549369,3.136664716912441,-0.0021694373365753056,0.5735264890129101,0.18202574606463162,54.35519663077147,43.88083083787402
